artist_name,played_at,track_name
Naffymar,2025-04-10 10:52:26,BTL - Acoustic
Green Worship Music,2025-04-10 12:29:17,Psalm 27 - Green Worship Version
Folabi Nuel,2025-04-10 12:36:33,Mo Wa Dupe (Thank You)
Grace Idowu,2025-04-10 12:43:39,Morning Devotion Worship
ELI-J,2025-04-10 12:46:37,In Spite of All
Strings And Heart,2025-04-10 12:51:21,more of you - single version
kaestrings,2025-04-10 13:06:12,Tare (Live)
Grace Idowu,2025-04-10 14:43:08,Morning Devotion Worship
Grace Idowu,2025-04-10 15:02:55,Morning Devotion Worship
Awinnah,2025-04-10 22:54:27,Like a Baby - Special Version
Nathaniel Bassey,2025-04-10 23:00:04,Someone's At The Door
Festizie,2025-04-10 23:04:34,So Much To Thank You For
Jubilee Worship,2025-04-10 23:10:03,"Worship Medley, Pt. 2 (Alpha and Omega)"
Forest City Worship,2025-04-10 23:21:36,Nothing But The Blood of Jesus - Live
Boyce Worship Collective,2025-04-10 23:26:28,In Christ Alone
G.E.S,2025-04-10 23:50:37,Free My Mind
Eris Ford,2025-04-10 23:53:42,Note To You
Evan Ford,2025-04-10 23:55:41,When It Hurts
Eris Ford,2025-04-10 23:58:29,This I Know
Asha Elia,2025-04-11 00:00:29,Who Woulda Known
Joe L Barnes,2025-04-11 03:02:13,Altar (Song Session)
CCV Music,2025-04-11 03:08:35,City On A Hill
SEU Worship,2025-04-11 03:23:44,Monday Morning Faith - Live
Tribl,2025-04-11 03:30:25,Rest on Us (feat. Mariah Adigun & Jekalyn Carr)
Elyssa Figueroa,2025-04-11 05:58:01,Jealous
VOUS Worship,2025-04-11 06:04:19,Take Me With You - Live
Housefires,2025-04-11 06:10:29,Good Good Father
Housefires,2025-04-11 06:17:00,Holy Forever
RIVERS,2025-04-11 06:23:32,Always Thank You
Bethany Music,2025-04-11 06:30:20,Yahweh (Holy) - Live
Rock City Worship,2025-04-11 06:36:04,Peace In Place - Live
Forest City Worship,2025-04-11 06:40:20,More - Live
Forest City Worship,2025-04-11 06:40:20,More - Live
Joe L Barnes,2025-04-11 06:48:13,Wind of Love (feat. Maryanne J. George)
Joe L Barnes,2025-04-11 06:48:13,Wind of Love (feat. Maryanne J. George)
River Valley AGES,2025-04-11 06:58:49,Cross My Heart - Live
River Valley AGES,2025-04-11 06:58:49,Cross My Heart - Live
Gateway Worship,2025-04-11 07:04:05,Who Else
Gateway Worship,2025-04-11 07:04:05,Who Else
Forest City Worship,2025-04-11 07:08:57,I Thank God - Live
Forest City Worship,2025-04-11 07:08:57,I Thank God - Live
Housefires,2025-04-11 07:14:19,Praise Is The Breakthrough
Housefires,2025-04-11 07:14:19,Praise Is The Breakthrough
VOUS Worship,2025-04-11 07:24:00,Use Me Lord - Live
VOUS Worship,2025-04-11 07:24:00,Use Me Lord - Live
David Ryan Cook,2025-04-11 07:29:26,Oil And Offering
David Ryan Cook,2025-04-11 07:29:26,Oil And Offering
Anna Golden,2025-04-11 07:35:17,I Love It Here - Live
Anna Golden,2025-04-11 07:35:17,I Love It Here - Live
KXC,2025-04-11 07:40:05,Nobody Like You - Live
KXC,2025-04-11 07:40:05,Nobody Like You - Live
Maverick City Music,2025-04-11 07:44:29,The Story I'll Tell (feat. Genavieve Linkowski)
Maverick City Music,2025-04-11 07:44:29,The Story I'll Tell (feat. Genavieve Linkowski)
Folabi Nuel,2025-04-11 07:49:29,Glory On The Other Side
The Belonging Co,2025-04-11 07:58:07,Lord Of My Life - Live
Life.Church Worship,2025-04-11 08:02:31,We Choose Praise
Joe L Barnes,2025-04-11 08:08:44,Roll It Over
Joe L Barnes,2025-04-11 08:13:39,Hide & Seek
Maverick City Music,2025-04-11 08:17:06,Questions (feat. Todd Galberth)
Brooke Ligertwood,2025-04-11 08:21:26,Lead Me to the Cross ∞
Joe L Barnes,2025-04-11 08:31:32,Promises
Passion,2025-04-11 08:39:37,I've Witnessed It
ALIA LARA,2025-04-11 10:52:32,Actions
Sondae,2025-04-11 10:57:44,Courtyard
Emmanuel Zamar,2025-04-11 11:00:21,Holy Savior
G.E.S,2025-04-11 11:03:04,RUN
G.E.S,2025-04-11 11:05:42,Help Me to See You
Skye Reedy,2025-04-11 13:31:11,Promise Keeper - Live
Red Worship,2025-04-11 13:37:31,Yes and Amen
Skye Reedy,2025-04-11 13:46:16,Promise Keeper - Live
Red Worship,2025-04-11 13:51:57,Yes and Amen
Awinnah,2025-04-11 22:47:44,Like a Baby - Special Version
Boyce Worship Collective,2025-04-11 22:58:23,In Christ Alone
Emali,2025-04-11 23:03:20,God Is Here
De Stanley Brothers,2025-04-11 23:06:55,I Believe
Nathaniel Bassey,2025-04-11 23:12:30,Someone's At The Door
Sinach,2025-04-11 23:18:18,Bigger Than - Live
Judikay,2025-04-11 23:27:03,The Conqueror’s Chant (Agalliao)
CHINEMEREM,2025-04-11 23:31:09,Bless The Lord God
Festizie,2025-04-11 23:35:39,So Much To Thank You For
Grace Idowu,2025-04-12 01:28:51,Morning Devotion Worship
Jubilee Worship,2025-04-12 01:34:23,"Worship Medley, Pt. 2 (Alpha and Omega)"
Awinnah,2025-04-12 01:37:13,Like a Baby - Special Version
Moses Bliss,2025-04-12 01:46:29,I Love You Lord - Live
Forest City Worship,2025-04-12 01:48:33,Nothing But The Blood of Jesus - Live
Boyce Worship Collective,2025-04-12 01:53:22,In Christ Alone
Emali,2025-04-12 01:58:18,God Is Here
De Stanley Brothers,2025-04-12 02:01:55,I Believe
Nathaniel Bassey,2025-04-12 02:07:29,Someone's At The Door
Sinach,2025-04-12 02:13:17,Bigger Than - Live
Judikay,2025-04-12 02:23:07,The Conqueror’s Chant (Agalliao)
CHINEMEREM,2025-04-12 02:27:13,Bless The Lord God
Strings And Heart,,honeydew (praise the Lord)
